"","rgn_id","area_km2","species"
"73",3,58209,"Atlantic_herring"
"74",4,34146,"Atlantic_herring"
"75",6,806,"Atlantic_herring"
"76",7,2233,"Atlantic_herring"
"77",8,269,"Atlantic_herring"
"78",9,8,"Atlantic_herring"
"79",10,118,"Atlantic_herring"
"80",11,333,"Atlantic_herring"
"81",1,440,"Atlantic_mackerel"
"82",2,39428,"Atlantic_mackerel"
"83",3,56771,"Atlantic_mackerel"
"84",4,35605,"Atlantic_mackerel"
"85",6,806,"Atlantic_mackerel"
"86",7,2235,"Atlantic_mackerel"
"87",8,144,"Atlantic_mackerel"
"88",9,8,"Atlantic_mackerel"
"89",10,187,"Atlantic_mackerel"
"90",11,292,"Atlantic_mackerel"
"91",3,820,"Atlantic_menhaden"
"92",4,7144,"Atlantic_menhaden"
"93",6,35,"Atlantic_menhaden"
"94",7,364,"Atlantic_menhaden"
"95",9,7,"Atlantic_menhaden"
"96",10,285,"Atlantic_menhaden"
"97",11,23,"Atlantic_menhaden"
"98",1,105282,"atlantic_puffin_normalized_AEA"
"99",2,49227,"atlantic_puffin_normalized_AEA"
"100",3,59611,"atlantic_puffin_normalized_AEA"
"101",4,37664,"atlantic_puffin_normalized_AEA"
"102",6,4353,"atlantic_puffin_normalized_AEA"
"103",7,2116,"atlantic_puffin_normalized_AEA"
"104",8,549,"atlantic_puffin_normalized_AEA"
"105",9,151,"atlantic_puffin_normalized_AEA"
"106",10,25,"atlantic_puffin_normalized_AEA"
"107",11,208,"atlantic_puffin_normalized_AEA"
"108",4,2252,"Atlantic_sturgeon"
"109",10,204,"Atlantic_sturgeon"
"110",1,824,"Atlantic_torpedo"
"111",2,15273,"Atlantic_torpedo"
"112",3,15830,"Atlantic_torpedo"
"113",4,17111,"Atlantic_torpedo"
"114",6,38,"Atlantic_torpedo"
"115",7,1444,"Atlantic_torpedo"
"116",8,120,"Atlantic_torpedo"
"117",9,7,"Atlantic_torpedo"
"118",11,275,"Atlantic_torpedo"
"119",2,5839,"Atlantic_wolffish"
"120",3,30840,"Atlantic_wolffish"
"121",6,169,"Atlantic_wolffish"
"122",7,896,"Atlantic_wolffish"
"123",9,8,"Atlantic_wolffish"
"124",1,43771,"audubons_shearwater_normalized_AEA"
"125",4,4,"audubons_shearwater_normalized_AEA"
"126",1,99124,"band_rumped_storm_petrel_normalized_AEA"
"127",2,2770,"band_rumped_storm_petrel_normalized_AEA"
"128",4,2142,"band_rumped_storm_petrel_normalized_AEA"
"129",1,891,"Barndoor_skate"
"130",2,44111,"Barndoor_skate"
"131",3,49330,"Barndoor_skate"
"132",4,31120,"Barndoor_skate"
"133",6,336,"Barndoor_skate"
"134",7,279,"Barndoor_skate"
"135",4,10853,"Bay_anchovy"
"136",7,88,"Bay_anchovy"
"137",8,64,"Bay_anchovy"
"138",10,395,"Bay_anchovy"
"139",11,333,"Bay_anchovy"
"140",1,2574,"black_capped_petrel_normalized_AEA"
"141",1,104993,"black_guillemot_normalized_AEA"
"142",2,49938,"black_guillemot_normalized_AEA"
"143",3,59611,"black_guillemot_normalized_AEA"
"144",4,42131,"black_guillemot_normalized_AEA"
"145",6,4353,"black_guillemot_normalized_AEA"
"146",7,2480,"black_guillemot_normalized_AEA"
"147",8,1697,"black_guillemot_normalized_AEA"
"148",9,151,"black_guillemot_normalized_AEA"
"149",10,1027,"black_guillemot_normalized_AEA"
"150",11,744,"black_guillemot_normalized_AEA"
"151",1,105278,"black_legged_kittiwake_normalized_AEA"
"152",2,49938,"black_legged_kittiwake_normalized_AEA"
"153",3,59611,"black_legged_kittiwake_normalized_AEA"
"154",4,42131,"black_legged_kittiwake_normalized_AEA"
"155",6,4353,"black_legged_kittiwake_normalized_AEA"
"156",7,2480,"black_legged_kittiwake_normalized_AEA"
"157",8,1697,"black_legged_kittiwake_normalized_AEA"
"158",9,151,"black_legged_kittiwake_normalized_AEA"
"159",10,1027,"black_legged_kittiwake_normalized_AEA"
"160",11,744,"black_legged_kittiwake_normalized_AEA"
"161",1,69666,"black_scoter_normalized_AEA"
"162",2,49931,"black_scoter_normalized_AEA"
"163",3,59611,"black_scoter_normalized_AEA"
"164",4,42131,"black_scoter_normalized_AEA"
"165",6,4353,"black_scoter_normalized_AEA"
"166",7,2480,"black_scoter_normalized_AEA"
"167",8,1697,"black_scoter_normalized_AEA"
"168",9,151,"black_scoter_normalized_AEA"
"169",10,1027,"black_scoter_normalized_AEA"
"170",11,744,"black_scoter_normalized_AEA"
"171",1,572,"Black_sea_bass"
"172",2,8081,"Black_sea_bass"
"173",3,2289,"Black_sea_bass"
"174",4,39046,"Black_sea_bass"
"175",6,32,"Black_sea_bass"
"176",7,2235,"Black_sea_bass"
"177",8,269,"Black_sea_bass"
"178",9,8,"Black_sea_bass"
"179",10,395,"Black_sea_bass"
"180",11,333,"Black_sea_bass"
"181",1,891,"Blackbelly_rosefish"
"182",2,6036,"Blackbelly_rosefish"
"183",3,18494,"Blackbelly_rosefish"
"184",4,4071,"Blackbelly_rosefish"
"185",1,101508,"Blainvilles beaked whale"
"186",2,873,"Blainvilles beaked whale"
"187",4,1299,"Blainvilles beaked whale"
"188",1,4,"Blueback_herring"
"189",2,8872,"Blueback_herring"
"190",3,56363,"Blueback_herring"
"191",4,32101,"Blueback_herring"
"192",6,806,"Blueback_herring"
"193",7,2235,"Blueback_herring"
"194",8,250,"Blueback_herring"
"195",9,8,"Blueback_herring"
"196",10,292,"Blueback_herring"
"197",11,333,"Blueback_herring"
"198",1,4,"Bluefish"
"199",2,28665,"Bluefish"
"200",3,435,"Bluefish"
"201",4,30153,"Bluefish"
"202",7,203,"Bluefish"
"203",8,269,"Bluefish"
"204",10,395,"Bluefish"
"205",11,333,"Bluefish"
"206",1,88457,"bonapartes_gull_normalized_AEA"
"207",2,1853,"bonapartes_gull_normalized_AEA"
"208",3,4569,"bonapartes_gull_normalized_AEA"
"209",4,9326,"bonapartes_gull_normalized_AEA"
"210",6,1583,"bonapartes_gull_normalized_AEA"
"211",7,2318,"bonapartes_gull_normalized_AEA"
"212",8,1402,"bonapartes_gull_normalized_AEA"
"213",9,148,"bonapartes_gull_normalized_AEA"
"214",10,1027,"bonapartes_gull_normalized_AEA"
"215",11,546,"bonapartes_gull_normalized_AEA"
"216",1,52272,"Bottlenose dolphin"
"217",2,8331,"Bottlenose dolphin"
"218",3,96,"Bottlenose dolphin"
"219",4,7095,"Bottlenose dolphin"
"220",6,54,"Bottlenose dolphin"
"221",7,646,"Bottlenose dolphin"
"222",8,2174,"Bottlenose dolphin"
"223",9,36,"Bottlenose dolphin"
"224",10,896,"Bottlenose dolphin"
"225",11,654,"Bottlenose dolphin"
"226",1,84287,"bridled_tern_normalized_AEA"
"227",2,602,"bridled_tern_normalized_AEA"
"228",3,16,"bridled_tern_normalized_AEA"
"229",4,176,"bridled_tern_normalized_AEA"
"230",7,4,"bridled_tern_normalized_AEA"
"231",1,58944,"brown_pelican_normalized_AEA"
"232",2,187,"brown_pelican_normalized_AEA"
"233",3,2198,"brown_pelican_normalized_AEA"
"234",4,1494,"brown_pelican_normalized_AEA"
"235",6,3338,"brown_pelican_normalized_AEA"
"236",7,242,"brown_pelican_normalized_AEA"
"237",8,423,"brown_pelican_normalized_AEA"
"238",10,824,"brown_pelican_normalized_AEA"
"239",11,231,"brown_pelican_normalized_AEA"
"240",4,6,"Bullnose_ray"
"241",1,891,"Butterfish"
"242",2,45052,"Butterfish"
"243",3,33419,"Butterfish"
"244",4,40236,"Butterfish"
"245",6,806,"Butterfish"
"246",7,2235,"Butterfish"
"247",8,269,"Butterfish"
"248",9,8,"Butterfish"
"249",10,395,"Butterfish"
"250",11,333,"Butterfish"
"251",4,6514,"Clearnose_skate"
"252",10,395,"Clearnose_skate"
"253",11,29,"Clearnose_skate"
"254",1,105282,"common_eider_normalized_AEA"
"255",2,49938,"common_eider_normalized_AEA"
"256",3,59611,"common_eider_normalized_AEA"
"257",4,41730,"common_eider_normalized_AEA"
"258",6,4353,"common_eider_normalized_AEA"
"259",7,2480,"common_eider_normalized_AEA"
"260",8,1697,"common_eider_normalized_AEA"
"261",9,151,"common_eider_normalized_AEA"
"262",10,921,"common_eider_normalized_AEA"
"263",11,744,"common_eider_normalized_AEA"
"264",1,101811,"common_loon_normalized_AEA"
"265",2,49810,"common_loon_normalized_AEA"
"266",3,59611,"common_loon_normalized_AEA"
"267",4,42131,"common_loon_normalized_AEA"
"268",6,4353,"common_loon_normalized_AEA"
"269",7,2480,"common_loon_normalized_AEA"
"270",8,1697,"common_loon_normalized_AEA"
"271",9,151,"common_loon_normalized_AEA"
"272",10,1027,"common_loon_normalized_AEA"
"273",11,744,"common_loon_normalized_AEA"
"274",1,104615,"common_murre_normalized_AEA"
"275",2,48990,"common_murre_normalized_AEA"
"276",3,59602,"common_murre_normalized_AEA"
"277",4,40208,"common_murre_normalized_AEA"
"278",6,4230,"common_murre_normalized_AEA"
"279",7,1868,"common_murre_normalized_AEA"
"280",8,478,"common_murre_normalized_AEA"
"281",9,151,"common_murre_normalized_AEA"
"282",10,364,"common_murre_normalized_AEA"
"283",11,695,"common_murre_normalized_AEA"
"284",1,79460,"common_tern_normalized_AEA"
"285",2,47314,"common_tern_normalized_AEA"
"286",3,59611,"common_tern_normalized_AEA"
"287",4,38732,"common_tern_normalized_AEA"
"288",6,4353,"common_tern_normalized_AEA"
"289",7,2480,"common_tern_normalized_AEA"
"290",8,1697,"common_tern_normalized_AEA"
"291",9,151,"common_tern_normalized_AEA"
"292",10,1027,"common_tern_normalized_AEA"
"293",11,744,"common_tern_normalized_AEA"
"294",1,87374,"corys_shearwater_normalized_AEA"
"295",2,45183,"corys_shearwater_normalized_AEA"
"296",3,10069,"corys_shearwater_normalized_AEA"
"297",4,36701,"corys_shearwater_normalized_AEA"
"298",7,111,"corys_shearwater_normalized_AEA"
"299",8,43,"corys_shearwater_normalized_AEA"
"300",11,313,"corys_shearwater_normalized_AEA"
"301",1,4,"Cunner"
"302",2,22123,"Cunner"
"303",3,10259,"Cunner"
"304",4,6373,"Cunner"
"305",6,764,"Cunner"
"306",7,2162,"Cunner"
"307",8,237,"Cunner"
"308",9,8,"Cunner"
"309",10,41,"Cunner"
"310",11,333,"Cunner"
"311",1,278,"Cusk"
"312",2,1574,"Cusk"
"313",3,28984,"Cusk"
"314",6,137,"Cusk"
"315",7,39,"Cusk"
"316",1,97036,"Cuviers beaked whale"
"317",2,1104,"Cuviers beaked whale"
"318",4,1209,"Cuviers beaked whale"
"319",1,100918,"double_crested_cormorant_normalized_AEA"
"320",2,49938,"double_crested_cormorant_normalized_AEA"
"321",3,59611,"double_crested_cormorant_normalized_AEA"
"322",4,42131,"double_crested_cormorant_normalized_AEA"
"323",6,4353,"double_crested_cormorant_normalized_AEA"
"324",7,2480,"double_crested_cormorant_normalized_AEA"
"325",8,1697,"double_crested_cormorant_normalized_AEA"
"326",9,151,"double_crested_cormorant_normalized_AEA"
"327",10,1027,"double_crested_cormorant_normalized_AEA"
"328",11,744,"double_crested_cormorant_normalized_AEA"
"329",1,105282,"dovekie_normalized_AEA"
"330",2,47017,"dovekie_normalized_AEA"
"331",3,55365,"dovekie_normalized_AEA"
"332",4,37506,"dovekie_normalized_AEA"
"333",6,2718,"dovekie_normalized_AEA"
"334",7,111,"dovekie_normalized_AEA"
"335",8,84,"dovekie_normalized_AEA"
"336",10,178,"dovekie_normalized_AEA"
"337",11,20,"dovekie_normalized_AEA"
"338",1,9656,"Fin whale"
"339",2,42485,"Fin whale"
"340",3,59038,"Fin whale"
"341",4,32626,"Fin whale"
"342",6,2730,"Fin whale"
"343",7,1714,"Fin whale"
"344",8,24,"Fin whale"
"345",9,95,"Fin whale"
"346",1,891,"Fourspot_flounder"
"347",2,38991,"Fourspot_flounder"
"348",3,22799,"Fourspot_flounder"
"349",4,38753,"Fourspot_flounder"
"350",6,44,"Fourspot_flounder"
"351",7,2235,"Fourspot_flounder"
"352",8,235,"Fourspot_flounder"
"353",9,8,"Fourspot_flounder"
"354",10,5,"Fourspot_flounder"
"355",11,333,"Fourspot_flounder"
"356",1,101508,"Gervais beaked whale"
"357",2,873,"Gervais beaked whale"
"358",4,1299,"Gervais beaked whale"
"359",1,891,"Goosefish"
"360",2,30476,"Goosefish"
"361",3,58116,"Goosefish"
"362",4,35863,"Goosefish"
"363",6,806,"Goosefish"
"364",7,1963,"Goosefish"
"365",8,2,"Goosefish"
"366",9,8,"Goosefish"
"367",10,31,"Goosefish"
"368",11,15,"Goosefish"
"369",1,105222,"great_black_backed_gull_normalized_AEA"
"370",2,49938,"great_black_backed_gull_normalized_AEA"
"371",3,59611,"great_black_backed_gull_normalized_AEA"
"372",4,42131,"great_black_backed_gull_normalized_AEA"
"373",6,4353,"great_black_backed_gull_normalized_AEA"
"374",7,2480,"great_black_backed_gull_normalized_AEA"
"375",8,1697,"great_black_backed_gull_normalized_AEA"
"376",9,151,"great_black_backed_gull_normalized_AEA"
"377",10,1027,"great_black_backed_gull_normalized_AEA"
"378",11,744,"great_black_backed_gull_normalized_AEA"
"379",1,105282,"great_shearwater_normalized_AEA"
"380",2,49339,"great_shearwater_normalized_AEA"
"381",3,59611,"great_shearwater_normalized_AEA"
"382",4,39849,"great_shearwater_normalized_AEA"
"383",6,4353,"great_shearwater_normalized_AEA"
"384",7,2384,"great_shearwater_normalized_AEA"
"385",8,1003,"great_shearwater_normalized_AEA"
"386",9,151,"great_shearwater_normalized_AEA"
"387",10,416,"great_shearwater_normalized_AEA"
"388",11,744,"great_shearwater_normalized_AEA"
"389",1,105282,"great_skua_normalized_AEA"
"390",2,41484,"great_skua_normalized_AEA"
"391",3,34180,"great_skua_normalized_AEA"
"392",4,18531,"great_skua_normalized_AEA"
"393",1,891,"Gulf_stream_flounder"
"394",2,27483,"Gulf_stream_flounder"
"395",3,981,"Gulf_stream_flounder"
"396",4,39647,"Gulf_stream_flounder"
"397",8,239,"Gulf_stream_flounder"
"398",10,183,"Gulf_stream_flounder"
"399",11,333,"Gulf_stream_flounder"
"400",1,354,"Haddock"
"401",2,39920,"Haddock"
"402",3,58181,"Haddock"
"403",4,5587,"Haddock"
"404",6,806,"Haddock"
"405",7,1418,"Haddock"
"406",9,8,"Haddock"
"407",1,221,"Harbor porpoise"
"408",2,39056,"Harbor porpoise"
"409",3,59594,"Harbor porpoise"
"410",4,26649,"Harbor porpoise"
"411",5,444,"Harbor porpoise"
"412",6,4142,"Harbor porpoise"
"413",7,2227,"Harbor porpoise"
"414",8,100,"Harbor porpoise"
"415",9,119,"Harbor porpoise"
"416",10,1716,"Harbor porpoise"
"417",11,440,"Harbor porpoise"
"418",1,105282,"herring_gull_normalized_AEA"
"419",2,49938,"herring_gull_normalized_AEA"
"420",3,59611,"herring_gull_normalized_AEA"
"421",4,42131,"herring_gull_normalized_AEA"
"422",6,4353,"herring_gull_normalized_AEA"
"423",7,2480,"herring_gull_normalized_AEA"
"424",8,1697,"herring_gull_normalized_AEA"
"425",9,151,"herring_gull_normalized_AEA"
"426",10,1027,"herring_gull_normalized_AEA"
"427",11,744,"herring_gull_normalized_AEA"
"428",1,105282,"horned_grebe_normalized_AEA"
"429",2,42610,"horned_grebe_normalized_AEA"
"430",3,32418,"horned_grebe_normalized_AEA"
"431",4,26440,"horned_grebe_normalized_AEA"
"432",6,935,"horned_grebe_normalized_AEA"
"433",7,1547,"horned_grebe_normalized_AEA"
"434",8,1397,"horned_grebe_normalized_AEA"
"435",9,131,"horned_grebe_normalized_AEA"
"436",10,924,"horned_grebe_normalized_AEA"
"437",11,528,"horned_grebe_normalized_AEA"
"438",3,57,"Horseshoe_crab"
"439",4,4706,"Horseshoe_crab"
"440",7,477,"Horseshoe_crab"
"441",10,327,"Horseshoe_crab"
"442",1,5742,"Humpback whale"
"443",2,43299,"Humpback whale"
"444",3,52684,"Humpback whale"
"445",4,28542,"Humpback whale"
"446",5,256,"Humpback whale"
"447",6,3378,"Humpback whale"
"448",7,2220,"Humpback whale"
"449",8,283,"Humpback whale"
"450",9,95,"Humpback whale"
"451",10,779,"Humpback whale"
"452",11,157,"Humpback whale"
"453",1,891,"Jonah_crab"
"454",2,30799,"Jonah_crab"
"455",3,58209,"Jonah_crab"
"456",4,33429,"Jonah_crab"
"457",6,806,"Jonah_crab"
"458",7,2235,"Jonah_crab"
"459",8,255,"Jonah_crab"
"460",9,8,"Jonah_crab"
"461",10,1,"Jonah_crab"
"462",11,333,"Jonah_crab"
"463",2,8975,"laughing_gull_normalized_AEA"
"464",3,27662,"laughing_gull_normalized_AEA"
"465",4,21107,"laughing_gull_normalized_AEA"
"466",6,4353,"laughing_gull_normalized_AEA"
"467",7,2480,"laughing_gull_normalized_AEA"
"468",8,1697,"laughing_gull_normalized_AEA"
"469",9,151,"laughing_gull_normalized_AEA"
"470",10,1027,"laughing_gull_normalized_AEA"
"471",11,744,"laughing_gull_normalized_AEA"
"472",1,105259,"leachs_storm_petrel_normalized_AEA"
"473",2,38825,"leachs_storm_petrel_normalized_AEA"
"474",3,47021,"leachs_storm_petrel_normalized_AEA"
"475",4,6872,"leachs_storm_petrel_normalized_AEA"
"476",6,78,"leachs_storm_petrel_normalized_AEA"
"477",7,1,"leachs_storm_petrel_normalized_AEA"
"478",2,6391,"least_tern_normalized_AEA"
"479",3,19149,"least_tern_normalized_AEA"
"480",4,6581,"least_tern_normalized_AEA"
"481",6,4353,"least_tern_normalized_AEA"
"482",7,2480,"least_tern_normalized_AEA"
"483",8,1697,"least_tern_normalized_AEA"
"484",9,151,"least_tern_normalized_AEA"
"485",10,1027,"least_tern_normalized_AEA"
"486",11,744,"least_tern_normalized_AEA"
"487",1,199,"Little_skate"
"488",2,43925,"Little_skate"
"489",3,4304,"Little_skate"
"490",4,34049,"Little_skate"
"491",6,35,"Little_skate"
"492",7,2235,"Little_skate"
"493",8,269,"Little_skate"
"494",9,8,"Little_skate"
"495",10,395,"Little_skate"
"496",11,333,"Little_skate"
"497",1,88619,"Long finned pilot whale"
"498",2,29581,"Long finned pilot whale"
"499",3,14435,"Long finned pilot whale"
"500",4,30199,"Long finned pilot whale"
"501",1,105282,"long_tailed_duck_normalized_AEA"
"502",2,49938,"long_tailed_duck_normalized_AEA"
"503",3,59611,"long_tailed_duck_normalized_AEA"
"504",4,42131,"long_tailed_duck_normalized_AEA"
"505",6,4353,"long_tailed_duck_normalized_AEA"
"506",7,2480,"long_tailed_duck_normalized_AEA"
"507",8,1697,"long_tailed_duck_normalized_AEA"
"508",9,151,"long_tailed_duck_normalized_AEA"
"509",10,1027,"long_tailed_duck_normalized_AEA"
"510",11,744,"long_tailed_duck_normalized_AEA"
"511",1,891,"Longfin_squid"
"512",2,44242,"Longfin_squid"
"513",3,19483,"Longfin_squid"
"514",4,40236,"Longfin_squid"
"515",6,32,"Longfin_squid"
"516",7,2235,"Longfin_squid"
"517",8,269,"Longfin_squid"
"518",9,8,"Longfin_squid"
"519",10,395,"Longfin_squid"
"520",11,333,"Longfin_squid"
"521",1,53,"Longhorn_sculpin"
"522",2,41854,"Longhorn_sculpin"
"523",3,22811,"Longhorn_sculpin"
"524",4,16915,"Longhorn_sculpin"
"525",6,806,"Longhorn_sculpin"
"526",7,2235,"Longhorn_sculpin"
"527",8,269,"Longhorn_sculpin"
"528",9,8,"Longhorn_sculpin"
"529",10,207,"Longhorn_sculpin"
"530",11,333,"Longhorn_sculpin"
"531",1,105246,"manx_shearwater_normalized_AEA"
"532",2,29857,"manx_shearwater_normalized_AEA"
"533",3,28742,"manx_shearwater_normalized_AEA"
"534",4,18937,"manx_shearwater_normalized_AEA"
"535",6,733,"manx_shearwater_normalized_AEA"
"536",7,266,"manx_shearwater_normalized_AEA"
"537",8,13,"manx_shearwater_normalized_AEA"
"538",1,2456,"Minke whale"
"539",2,47032,"Minke whale"
"540",3,59635,"Minke whale"
"541",4,34590,"Minke whale"
"542",6,4065,"Minke whale"
"543",7,2399,"Minke whale"
"544",8,93,"Minke whale"
"545",9,119,"Minke whale"
"546",10,3,"Minke whale"
"547",1,16,"North Atlantic right whale"
"548",2,26123,"North Atlantic right whale"
"549",3,52579,"North Atlantic right whale"
"550",4,23307,"North Atlantic right whale"
"551",5,96,"North Atlantic right whale"
"552",6,186,"North Atlantic right whale"
"553",7,1228,"North Atlantic right whale"
"554",8,2312,"North Atlantic right whale"
"555",9,8,"North Atlantic right whale"
"556",10,1747,"North Atlantic right whale"
"557",11,764,"North Atlantic right whale"
"558",1,70375,"northern_fulmar_normalized_AEA"
"559",2,45540,"northern_fulmar_normalized_AEA"
"560",3,51974,"northern_fulmar_normalized_AEA"
"561",4,26268,"northern_fulmar_normalized_AEA"
"562",6,2,"northern_fulmar_normalized_AEA"
"563",7,41,"northern_fulmar_normalized_AEA"
"564",1,95076,"northern_gannet_normalized_AEA"
"565",2,49938,"northern_gannet_normalized_AEA"
"566",3,59611,"northern_gannet_normalized_AEA"
"567",4,42131,"northern_gannet_normalized_AEA"
"568",6,4353,"northern_gannet_normalized_AEA"
"569",7,2480,"northern_gannet_normalized_AEA"
"570",8,1697,"northern_gannet_normalized_AEA"
"571",9,151,"northern_gannet_normalized_AEA"
"572",10,1027,"northern_gannet_normalized_AEA"
"573",11,744,"northern_gannet_normalized_AEA"
"574",1,342,"Northern_kingfish"
"575",2,76,"Northern_kingfish"
"576",4,17955,"Northern_kingfish"
"577",7,87,"Northern_kingfish"
"578",8,216,"Northern_kingfish"
"579",10,395,"Northern_kingfish"
"580",11,306,"Northern_kingfish"
"581",2,25256,"Northern_pipefish"
"582",3,1458,"Northern_pipefish"
"583",4,7517,"Northern_pipefish"
"584",7,1737,"Northern_pipefish"
"585",8,269,"Northern_pipefish"
"586",10,147,"Northern_pipefish"
"587",11,206,"Northern_pipefish"
"588",4,11147,"Northern_puffer"
"589",8,64,"Northern_puffer"
"590",10,395,"Northern_puffer"
"591",11,333,"Northern_puffer"
"592",2,30413,"Northern_sand_lance"
"593",3,15414,"Northern_sand_lance"
"594",4,19187,"Northern_sand_lance"
"595",6,32,"Northern_sand_lance"
"596",7,1887,"Northern_sand_lance"
"597",8,259,"Northern_sand_lance"
"598",9,8,"Northern_sand_lance"
"599",10,395,"Northern_sand_lance"
"600",11,190,"Northern_sand_lance"
"601",1,562,"Northern_searobin"
"602",2,40474,"Northern_searobin"
"603",3,2592,"Northern_searobin"
"604",4,39776,"Northern_searobin"
"605",6,35,"Northern_searobin"
"606",7,2145,"Northern_searobin"
"607",8,269,"Northern_searobin"
"608",9,8,"Northern_searobin"
"609",10,395,"Northern_searobin"
"610",11,333,"Northern_searobin"
"611",1,891,"Northern_shortfin_squid"
"612",2,38774,"Northern_shortfin_squid"
"613",3,57609,"Northern_shortfin_squid"
"614",4,17267,"Northern_shortfin_squid"
"615",6,806,"Northern_shortfin_squid"
"616",7,555,"Northern_shortfin_squid"
"617",9,7,"Northern_shortfin_squid"
"618",2,121,"Northern_shrimp"
"619",3,44578,"Northern_shrimp"
"620",6,806,"Northern_shrimp"
"621",7,23,"Northern_shrimp"
"622",9,7,"Northern_shrimp"
"623",1,394,"Ocean_pout"
"624",2,43299,"Ocean_pout"
"625",3,47477,"Ocean_pout"
"626",4,30514,"Ocean_pout"
"627",6,101,"Ocean_pout"
"628",7,2235,"Ocean_pout"
"629",8,229,"Ocean_pout"
"630",9,8,"Ocean_pout"
"631",10,181,"Ocean_pout"
"632",11,333,"Ocean_pout"
"633",1,105282,"parasitic_jaeger_normalized_AEA"
"634",2,49938,"parasitic_jaeger_normalized_AEA"
"635",3,59611,"parasitic_jaeger_normalized_AEA"
"636",4,42131,"parasitic_jaeger_normalized_AEA"
"637",6,4353,"parasitic_jaeger_normalized_AEA"
"638",7,2480,"parasitic_jaeger_normalized_AEA"
"639",8,1697,"parasitic_jaeger_normalized_AEA"
"640",9,151,"parasitic_jaeger_normalized_AEA"
"641",10,1027,"parasitic_jaeger_normalized_AEA"
"642",11,744,"parasitic_jaeger_normalized_AEA"
"643",2,161,"Pinfish"
"644",4,16311,"Pinfish"
"645",8,222,"Pinfish"
"646",10,199,"Pinfish"
"647",11,212,"Pinfish"
"648",2,4049,"Pollock"
"649",3,56176,"Pollock"
"650",6,806,"Pollock"
"651",7,852,"Pollock"
"652",9,7,"Pollock"
"653",1,96202,"pomarine_jaeger_normalized_AEA"
"654",2,42126,"pomarine_jaeger_normalized_AEA"
"655",3,45458,"pomarine_jaeger_normalized_AEA"
"656",4,22401,"pomarine_jaeger_normalized_AEA"
"657",6,165,"pomarine_jaeger_normalized_AEA"
"658",1,105282,"razorbill_normalized_AEA"
"659",2,49938,"razorbill_normalized_AEA"
"660",3,59611,"razorbill_normalized_AEA"
"661",4,42131,"razorbill_normalized_AEA"
"662",6,4353,"razorbill_normalized_AEA"
"663",7,2480,"razorbill_normalized_AEA"
"664",8,1697,"razorbill_normalized_AEA"
"665",9,151,"razorbill_normalized_AEA"
"666",10,1027,"razorbill_normalized_AEA"
"667",11,744,"razorbill_normalized_AEA"
"668",1,105282,"red_breasted_merganser_normalized_AEA"
"669",2,49938,"red_breasted_merganser_normalized_AEA"
"670",3,59611,"red_breasted_merganser_normalized_AEA"
