"","Year","rgn_id","rgn_name","GDP","Sector"
"158",2006,6,"Maine",700031000,"Ship & Boat Building"
"159",2006,6,"Maine",1099532000,"Tourism & Recreation"
"160",2006,6,"Maine",177425000,"Transportation"
"161",2006,6,"Maine",2209359000,"All Ocean Sectors"
"162",2005,6,"Maine",20627000,"Construction"
"163",2005,6,"Maine",179290000,"Living Resources"
"164",2005,6,"Maine",7546000,"Minerals"
"165",2005,6,"Maine",695386000,"Ship & Boat Building"
"166",2005,6,"Maine",1111342000,"Tourism & Recreation"
"167",2005,6,"Maine",126374000,"Transportation"
"168",2005,6,"Maine",2140566000,"All Ocean Sectors"
"169",2016,9,"New Hampshire",NA,"Construction"
"170",2016,9,"New Hampshire",41249000,"Living Resources"
"171",2016,9,"New Hampshire",2513000,"Minerals"
"172",2016,9,"New Hampshire",NA,"Ship & Boat Building"
"173",2016,9,"New Hampshire",293899000,"Tourism & Recreation"
"174",2016,9,"New Hampshire",1286983000,"Transportation"
"175",2016,9,"New Hampshire",1624644000,"All Ocean Sectors"
"176",2015,9,"New Hampshire",7475000,"Construction"
"177",2015,9,"New Hampshire",35113000,"Living Resources"
"178",2015,9,"New Hampshire",NA,"Minerals"
"179",2015,9,"New Hampshire",NA,"Ship & Boat Building"
"180",2015,9,"New Hampshire",291657000,"Tourism & Recreation"
"181",2015,9,"New Hampshire",1297054000,"Transportation"
"182",2015,9,"New Hampshire",1631299000,"All Ocean Sectors"
"183",2014,9,"New Hampshire",5316000,"Construction"
"184",2014,9,"New Hampshire",2610000,"Living Resources"
"185",2014,9,"New Hampshire",2328000,"Minerals"
"186",2014,9,"New Hampshire",NA,"Ship & Boat Building"
"187",2014,9,"New Hampshire",280681000,"Tourism & Recreation"
"188",2014,9,"New Hampshire",945467000,"Transportation"
"189",2014,9,"New Hampshire",1236402000,"All Ocean Sectors"
"190",2013,9,"New Hampshire",5019000,"Construction"
"191",2013,9,"New Hampshire",49392000,"Living Resources"
"192",2013,9,"New Hampshire",2189000,"Minerals"
"193",2013,9,"New Hampshire",NA,"Ship & Boat Building"
"194",2013,9,"New Hampshire",288307000,"Tourism & Recreation"
"195",2013,9,"New Hampshire",1120470000,"Transportation"
"196",2013,9,"New Hampshire",1465377000,"All Ocean Sectors"
"197",2012,9,"New Hampshire",5404000,"Construction"
"198",2012,9,"New Hampshire",40762000,"Living Resources"
"199",2012,9,"New Hampshire",4455000,"Minerals"
"200",2012,9,"New Hampshire",NA,"Ship & Boat Building"
"201",2012,9,"New Hampshire",272620000,"Tourism & Recreation"
"202",2012,9,"New Hampshire",1008998000,"Transportation"
"203",2012,9,"New Hampshire",1332238000,"All Ocean Sectors"
"204",2011,9,"New Hampshire",3493000,"Construction"
"205",2011,9,"New Hampshire",47890000,"Living Resources"
"206",2011,9,"New Hampshire",2026000,"Minerals"
"207",2011,9,"New Hampshire",NA,"Ship & Boat Building"
"208",2011,9,"New Hampshire",245707000,"Tourism & Recreation"
"209",2011,9,"New Hampshire",1082336000,"Transportation"
"210",2011,9,"New Hampshire",1381451000,"All Ocean Sectors"
"211",2010,9,"New Hampshire",3832000,"Construction"
"212",2010,9,"New Hampshire",4928000,"Living Resources"
"213",2010,9,"New Hampshire",NA,"Minerals"
"214",2010,9,"New Hampshire",NA,"Ship & Boat Building"
"215",2010,9,"New Hampshire",241857000,"Tourism & Recreation"
"216",2010,9,"New Hampshire",71058000,"Transportation"
"217",2010,9,"New Hampshire",321676000,"All Ocean Sectors"
"218",2009,9,"New Hampshire",3402000,"Construction"
"219",2009,9,"New Hampshire",4204000,"Living Resources"
"220",2009,9,"New Hampshire",1856000,"Minerals"
"221",2009,9,"New Hampshire",NA,"Ship & Boat Building"
"222",2009,9,"New Hampshire",232122000,"Tourism & Recreation"
"223",2009,9,"New Hampshire",69129000,"Transportation"
"224",2009,9,"New Hampshire",310714000,"All Ocean Sectors"
"225",2008,9,"New Hampshire",2879000,"Construction"
"226",2008,9,"New Hampshire",2307000,"Living Resources"
"227",2008,9,"New Hampshire",NA,"Minerals"
"228",2008,9,"New Hampshire",NA,"Ship & Boat Building"
"229",2008,9,"New Hampshire",237117000,"Tourism & Recreation"
"230",2008,9,"New Hampshire",64726000,"Transportation"
"231",2008,9,"New Hampshire",307029000,"All Ocean Sectors"
"232",2007,9,"New Hampshire",2963000,"Construction"
"233",2007,9,"New Hampshire",3157000,"Living Resources"
"234",2007,9,"New Hampshire",2347000,"Minerals"
"235",2007,9,"New Hampshire",NA,"Ship & Boat Building"
"236",2007,9,"New Hampshire",260059000,"Tourism & Recreation"
"237",2007,9,"New Hampshire",126732000,"Transportation"
"238",2007,9,"New Hampshire",395257000,"All Ocean Sectors"
"239",2006,9,"New Hampshire",2388000,"Construction"
"240",2006,9,"New Hampshire",2958000,"Living Resources"
"241",2006,9,"New Hampshire",2964000,"Minerals"
"242",2006,9,"New Hampshire",NA,"Ship & Boat Building"
"243",2006,9,"New Hampshire",273698000,"Tourism & Recreation"
"244",2006,9,"New Hampshire",130747000,"Transportation"
"245",2006,9,"New Hampshire",412756000,"All Ocean Sectors"
"246",2005,9,"New Hampshire",2261000,"Construction"
"247",2005,9,"New Hampshire",NA,"Living Resources"
"248",2005,9,"New Hampshire",NA,"Minerals"
"249",2005,9,"New Hampshire",NA,"Ship & Boat Building"
"250",2005,9,"New Hampshire",274626000,"Tourism & Recreation"
"251",2005,9,"New Hampshire",114778000,"Transportation"
"252",2005,9,"New Hampshire",391665000,"All Ocean Sectors"
"253",2016,10,"New York",349556000,"Construction"
"254",2016,10,"New York",479228000,"Living Resources"
"255",2016,10,"New York",42669000,"Minerals"
"256",2016,10,"New York",103829000,"Ship & Boat Building"
"257",2016,10,"New York",19395407000,"Tourism & Recreation"
"258",2016,10,"New York",3414797000,"Transportation"
"259",2016,10,"New York",23785488000,"All Ocean Sectors"
"260",2015,10,"New York",399809000,"Construction"
"261",2015,10,"New York",239296000,"Living Resources"
"262",2015,10,"New York",55244000,"Minerals"
"263",2015,10,"New York",100980000,"Ship & Boat Building"
"264",2015,10,"New York",19105698000,"Tourism & Recreation"
"265",2015,10,"New York",3700252000,"Transportation"
"266",2015,10,"New York",23601279000,"All Ocean Sectors"
"267",2014,10,"New York",342701000,"Construction"
"268",2014,10,"New York",238528000,"Living Resources"
"269",2014,10,"New York",67662000,"Minerals"
"270",2014,10,"New York",116443000,"Ship & Boat Building"
"271",2014,10,"New York",18867227000,"Tourism & Recreation"
"272",2014,10,"New York",3768095000,"Transportation"
"273",2014,10,"New York",23400657000,"All Ocean Sectors"
"274",2013,10,"New York",385143000,"Construction"
"275",2013,10,"New York",237355000,"Living Resources"
"276",2013,10,"New York",42188000,"Minerals"
"277",2013,10,"New York",94808000,"Ship & Boat Building"
"278",2013,10,"New York",19191005000,"Tourism & Recreation"
"279",2013,10,"New York",3739870000,"Transportation"
"280",2013,10,"New York",23690369000,"All Ocean Sectors"
"281",2012,10,"New York",399615000,"Construction"
"282",2012,10,"New York",263953000,"Living Resources"
"283",2012,10,"New York",73342000,"Minerals"
"284",2012,10,"New York",88272000,"Ship & Boat Building"
"285",2012,10,"New York",17943705000,"Tourism & Recreation"
"286",2012,10,"New York",3306291000,"Transportation"
"287",2012,10,"New York",22075178000,"All Ocean Sectors"
"288",2011,10,"New York",551036000,"Construction"
"289",2011,10,"New York",242705000,"Living Resources"
"290",2011,10,"New York",51015000,"Minerals"
"291",2011,10,"New York",110549000,"Ship & Boat Building"
"292",2011,10,"New York",16929005000,"Tourism & Recreation"
"293",2011,10,"New York",3233151000,"Transportation"
"294",2011,10,"New York",21117461000,"All Ocean Sectors"
"295",2010,10,"New York",697540000,"Construction"
"296",2010,10,"New York",226083000,"Living Resources"
"297",2010,10,"New York",111742000,"Minerals"
"298",2010,10,"New York",126685000,"Ship & Boat Building"
"299",2010,10,"New York",15405393000,"Tourism & Recreation"
"300",2010,10,"New York",3103631000,"Transportation"
"301",2010,10,"New York",19671076000,"All Ocean Sectors"
"302",2009,10,"New York",510069000,"Construction"
"303",2009,10,"New York",214095000,"Living Resources"
"304",2009,10,"New York",134378000,"Minerals"
"305",2009,10,"New York",125235000,"Ship & Boat Building"
"306",2009,10,"New York",14575266000,"Tourism & Recreation"
"307",2009,10,"New York",2981956000,"Transportation"
"308",2009,10,"New York",18540999000,"All Ocean Sectors"
"309",2008,10,"New York",274906000,"Construction"
"310",2008,10,"New York",119217000,"Living Resources"
"311",2008,10,"New York",102017000,"Minerals"
"312",2008,10,"New York",119073000,"Ship & Boat Building"
"313",2008,10,"New York",15851861000,"Tourism & Recreation"
"314",2008,10,"New York",2779081000,"Transportation"
"315",2008,10,"New York",19246156000,"All Ocean Sectors"
"316",2007,10,"New York",273547000,"Construction"
"317",2007,10,"New York",110566000,"Living Resources"
"318",2007,10,"New York",75372000,"Minerals"
"319",2007,10,"New York",114972000,"Ship & Boat Building"
"320",2007,10,"New York",15301376000,"Tourism & Recreation"
"321",2007,10,"New York",2404951000,"Transportation"
"322",2007,10,"New York",18280785000,"All Ocean Sectors"
"323",2006,10,"New York",255779000,"Construction"
"324",2006,10,"New York",198707000,"Living Resources"
"325",2006,10,"New York",73691000,"Minerals"
"326",2006,10,"New York",98932000,"Ship & Boat Building"
"327",2006,10,"New York",15260124000,"Tourism & Recreation"
"328",2006,10,"New York",1870921000,"Transportation"
"329",2006,10,"New York",17758154000,"All Ocean Sectors"
"330",2005,10,"New York",288160000,"Construction"
"331",2005,10,"New York",129812000,"Living Resources"
"332",2005,10,"New York",46183000,"Minerals"
"333",2005,10,"New York",115374000,"Ship & Boat Building"
"334",2005,10,"New York",15094396000,"Tourism & Recreation"
"335",2005,10,"New York",1976543000,"Transportation"
"336",2005,10,"New York",17650469000,"All Ocean Sectors"
"337",2016,11,"Rhode Island",18359000,"Construction"
"338",2016,11,"Rhode Island",109549000,"Living Resources"
"339",2016,11,"Rhode Island",39891000,"Minerals"
"340",2016,11,"Rhode Island",508970000,"Ship & Boat Building"
"341",2016,11,"Rhode Island",1442737000,"Tourism & Recreation"
"342",2016,11,"Rhode Island",319174000,"Transportation"
"343",2016,11,"Rhode Island",2438681000,"All Ocean Sectors"
"344",2015,11,"Rhode Island",14890000,"Construction"
"345",2015,11,"Rhode Island",78811000,"Living Resources"
"346",2015,11,"Rhode Island",47486000,"Minerals"
"347",2015,11,"Rhode Island",522579000,"Ship & Boat Building"
"348",2015,11,"Rhode Island",1397212000,"Tourism & Recreation"
"349",2015,11,"Rhode Island",303562000,"Transportation"
"350",2015,11,"Rhode Island",2364540000,"All Ocean Sectors"
"351",2014,11,"Rhode Island",15168000,"Construction"
"352",2014,11,"Rhode Island",71650000,"Living Resources"
"353",2014,11,"Rhode Island",34082000,"Minerals"
"354",2014,11,"Rhode Island",369823000,"Ship & Boat Building"
"355",2014,11,"Rhode Island",1364023000,"Tourism & Recreation"
"356",2014,11,"Rhode Island",351819000,"Transportation"
"357",2014,11,"Rhode Island",2206565000,"All Ocean Sectors"
"358",2013,11,"Rhode Island",18490000,"Construction"
"359",2013,11,"Rhode Island",70735000,"Living Resources"
"360",2013,11,"Rhode Island",15112000,"Minerals"
"361",2013,11,"Rhode Island",274881000,"Ship & Boat Building"
"362",2013,11,"Rhode Island",1444002000,"Tourism & Recreation"
"363",2013,11,"Rhode Island",410099000,"Transportation"
"364",2013,11,"Rhode Island",2233320000,"All Ocean Sectors"
"365",2012,11,"Rhode Island",13644000,"Construction"
"366",2012,11,"Rhode Island",81553000,"Living Resources"
"367",2012,11,"Rhode Island",18327000,"Minerals"
"368",2012,11,"Rhode Island",270844000,"Ship & Boat Building"
"369",2012,11,"Rhode Island",1421221000,"Tourism & Recreation"
"370",2012,11,"Rhode Island",304477000,"Transportation"
"371",2012,11,"Rhode Island",2110066000,"All Ocean Sectors"
"372",2011,11,"Rhode Island",10279000,"Construction"
"373",2011,11,"Rhode Island",74777000,"Living Resources"
"374",2011,11,"Rhode Island",13402000,"Minerals"
"375",2011,11,"Rhode Island",256871000,"Ship & Boat Building"
"376",2011,11,"Rhode Island",1364609000,"Tourism & Recreation"
"377",2011,11,"Rhode Island",308742000,"Transportation"
"378",2011,11,"Rhode Island",2028680000,"All Ocean Sectors"
"379",2010,11,"Rhode Island",14264000,"Construction"
"380",2010,11,"Rhode Island",78710000,"Living Resources"
"381",2010,11,"Rhode Island",17862000,"Minerals"
"382",2010,11,"Rhode Island",256841000,"Ship & Boat Building"
"383",2010,11,"Rhode Island",1312847000,"Tourism & Recreation"
"384",2010,11,"Rhode Island",299533000,"Transportation"
"385",2010,11,"Rhode Island",1980056000,"All Ocean Sectors"
"386",2009,11,"Rhode Island",6744000,"Construction"
"387",2009,11,"Rhode Island",81263000,"Living Resources"
"388",2009,11,"Rhode Island",29512000,"Minerals"
"389",2009,11,"Rhode Island",242805000,"Ship & Boat Building"
"390",2009,11,"Rhode Island",1210945000,"Tourism & Recreation"
"391",2009,11,"Rhode Island",281074000,"Transportation"
"392",2009,11,"Rhode Island",1852343000,"All Ocean Sectors"
"393",2008,11,"Rhode Island",10558000,"Construction"
"394",2008,11,"Rhode Island",83459000,"Living Resources"
"395",2008,11,"Rhode Island",36482000,"Minerals"
"396",2008,11,"Rhode Island",269628000,"Ship & Boat Building"
"397",2008,11,"Rhode Island",1308633000,"Tourism & Recreation"
"398",2008,11,"Rhode Island",282599000,"Transportation"
"399",2008,11,"Rhode Island",1991358000,"All Ocean Sectors"
"400",2007,11,"Rhode Island",16240000,"Construction"
"401",2007,11,"Rhode Island",95442000,"Living Resources"
"402",2007,11,"Rhode Island",35538000,"Minerals"
"403",2007,11,"Rhode Island",274672000,"Ship & Boat Building"
"404",2007,11,"Rhode Island",1271111000,"Tourism & Recreation"
"405",2007,11,"Rhode Island",249918000,"Transportation"
"406",2007,11,"Rhode Island",1942921000,"All Ocean Sectors"
"407",2006,11,"Rhode Island",NA,"Construction"
"408",2006,11,"Rhode Island",118485000,"Living Resources"
"409",2006,11,"Rhode Island",NA,"Minerals"
"410",2006,11,"Rhode Island",241736000,"Ship & Boat Building"
"411",2006,11,"Rhode Island",1393258000,"Tourism & Recreation"
"412",2006,11,"Rhode Island",277804000,"Transportation"
"413",2006,11,"Rhode Island",2087640000,"All Ocean Sectors"
"414",2005,11,"Rhode Island",49217000,"Construction"
"415",2005,11,"Rhode Island",101569000,"Living Resources"
"416",2005,11,"Rhode Island",40379000,"Minerals"
"417",2005,11,"Rhode Island",272568000,"Ship & Boat Building"
"418",2005,11,"Rhode Island",1388976000,"Tourism & Recreation"
"419",2005,11,"Rhode Island",251254000,"Transportation"
"420",2005,11,"Rhode Island",2103963000,"All Ocean Sectors"
"421",2016,7,"Massachusetts-North",100697500,"Construction"
"422",2016,8,"Massachusetts-South",11194500,"Construction"
"423",2016,7,"Massachusetts-North",410275000,"Living Resources"
"424",2016,8,"Massachusetts-South",391363000,"Living Resources"
"425",2016,7,"Massachusetts-North",2249000,"Minerals"
"426",2016,8,"Massachusetts-South",NA,"Minerals"
"427",2016,7,"Massachusetts-North",711000,"Ship & Boat Building"
"428",2016,8,"Massachusetts-South",22663000,"Ship & Boat Building"
"429",2016,7,"Massachusetts-North",2560952000,"Tourism & Recreation"
"430",2016,8,"Massachusetts-South",827735000,"Tourism & Recreation"
"431",2016,7,"Massachusetts-North",533520000,"Transportation"
"432",2016,8,"Massachusetts-South",105430000,"Transportation"
"433",2016,7,"Massachusetts-North",3608404000,"All Ocean Sectors"
"434",2016,8,"Massachusetts-South",1358386000,"All Ocean Sectors"
"435",2015,7,"Massachusetts-North",110336500,"Construction"
"436",2015,8,"Massachusetts-South",9833500,"Construction"
"437",2015,7,"Massachusetts-North",176493000,"Living Resources"
"438",2015,8,"Massachusetts-South",404239000,"Living Resources"
"439",2015,7,"Massachusetts-North",1935000,"Minerals"
"440",2015,8,"Massachusetts-South",NA,"Minerals"
"441",2015,7,"Massachusetts-North",668500,"Ship & Boat Building"
"442",2015,8,"Massachusetts-South",13567500,"Ship & Boat Building"
"443",2015,7,"Massachusetts-North",2524269500,"Tourism & Recreation"
"444",2015,8,"Massachusetts-South",841444500,"Tourism & Recreation"
"445",2015,7,"Massachusetts-North",486721000,"Transportation"
"446",2015,8,"Massachusetts-South",234365000,"Transportation"
"447",2015,7,"Massachusetts-North",3300424000,"All Ocean Sectors"
"448",2015,8,"Massachusetts-South",1503446000,"All Ocean Sectors"
"449",2014,7,"Massachusetts-North",68108000,"Construction"
"450",2014,8,"Massachusetts-South",4368000,"Construction"
"451",2014,7,"Massachusetts-North",171436000,"Living Resources"
"452",2014,8,"Massachusetts-South",22448000,"Living Resources"
"453",2014,7,"Massachusetts-North",NA,"Minerals"
"454",2014,8,"Massachusetts-South",NA,"Minerals"
"455",2014,7,"Massachusetts-North",1082000,"Ship & Boat Building"
"456",2014,8,"Massachusetts-South",13493000,"Ship & Boat Building"
"457",2014,7,"Massachusetts-North",2372430500,"Tourism & Recreation"
"458",2014,8,"Massachusetts-South",787816500,"Tourism & Recreation"
"459",2014,7,"Massachusetts-North",460124000,"Transportation"
"460",2014,8,"Massachusetts-South",233958000,"Transportation"
"461",2014,7,"Massachusetts-North",3073180500,"All Ocean Sectors"
"462",2014,8,"Massachusetts-South",1062084500,"All Ocean Sectors"
"463",2013,7,"Massachusetts-North",70690500,"Construction"
"464",2013,8,"Massachusetts-South",12801500,"Construction"
"465",2013,7,"Massachusetts-North",161801000,"Living Resources"
"466",2013,8,"Massachusetts-South",23022000,"Living Resources"
"467",2013,7,"Massachusetts-North",NA,"Minerals"
"468",2013,8,"Massachusetts-South",NA,"Minerals"
"469",2013,7,"Massachusetts-North",669000,"Ship & Boat Building"
"470",2013,8,"Massachusetts-South",10370000,"Ship & Boat Building"
"471",2013,7,"Massachusetts-North",2311546500,"Tourism & Recreation"
"472",2013,8,"Massachusetts-South",758523500,"Tourism & Recreation"
"473",2013,7,"Massachusetts-North",333245500,"Transportation"
"474",2013,8,"Massachusetts-South",208985500,"Transportation"
"475",2013,7,"Massachusetts-North",2877952500,"All Ocean Sectors"
"476",2013,8,"Massachusetts-South",1013704500,"All Ocean Sectors"
"477",2012,7,"Massachusetts-North",59617000,"Construction"
"478",2012,8,"Massachusetts-South",4051000,"Construction"
"479",2012,7,"Massachusetts-North",190540000,"Living Resources"
"480",2012,8,"Massachusetts-South",18877000,"Living Resources"
"481",2012,7,"Massachusetts-North",NA,"Minerals"
"482",2012,8,"Massachusetts-South",NA,"Minerals"
"483",2012,7,"Massachusetts-North",1451500,"Ship & Boat Building"
"484",2012,8,"Massachusetts-South",15543500,"Ship & Boat Building"
"485",2012,7,"Massachusetts-North",2263650500,"Tourism & Recreation"
"486",2012,8,"Massachusetts-South",767698500,"Tourism & Recreation"
"487",2012,7,"Massachusetts-North",365752000,"Transportation"
"488",2012,8,"Massachusetts-South",210647000,"Transportation"
"489",2012,7,"Massachusetts-North",2881011000,"All Ocean Sectors"
"490",2012,8,"Massachusetts-South",1016816000,"All Ocean Sectors"
"491",2011,7,"Massachusetts-North",38261000,"Construction"
"492",2011,8,"Massachusetts-South",7044000,"Construction"
"493",2011,7,"Massachusetts-North",204665500,"Living Resources"
