"","rgn_name","year","wqi_score","score","gapfilled","raw_data","metric","habitat"
"81","Northeast",2014,NA,86.2160631423888,1,NA,NA,NA
"82","Northeast",2015,NA,86.2160631423888,1,NA,NA,NA
"83","Northeast",2016,NA,86.2160631423888,1,NA,NA,NA
"84","Northeast",2017,NA,86.2160631423888,1,NA,NA,NA
"85","Rhode Island",2006,78.0685769657663,78.0685769657663,0,NA,NA,NA
"86","Rhode Island",2007,NA,81.7487950643569,1,NA,NA,NA
"87","Rhode Island",2008,NA,85.4290131629475,1,NA,NA,NA
"88","Rhode Island",2009,NA,89.109231261538,1,NA,NA,NA
"89","Rhode Island",2010,92.7894493601286,92.7894493601286,0,NA,NA,NA
"90","Rhode Island",2011,NA,92.7894493601286,1,NA,NA,NA
"91","Rhode Island",2012,NA,92.7894493601286,1,NA,NA,NA
"92","Rhode Island",2013,NA,92.7894493601286,1,NA,NA,NA
"93","Rhode Island",2014,NA,92.7894493601286,1,NA,NA,NA
"94","Rhode Island",2015,NA,92.7894493601286,1,NA,NA,NA
"95","Rhode Island",2016,NA,92.7894493601286,1,NA,NA,NA
"96","Rhode Island",2017,NA,92.7894493601286,1,NA,NA,NA
"97","Offshore",2004,NA,0.957290751485397,NA,0.957290751485397,"score","offshore"
"98","Georges Bank",2004,NA,0.671067330498048,NA,0.671067330498048,"score","offshore"
"99","Gulf of Maine",2004,NA,0.593090058672497,NA,0.593090058672497,"score","offshore"
"100","Mid-Atlantic Bight",2004,NA,0.639054392176028,NA,0.639054392176028,"score","offshore"
"101","Connecticut",2004,NA,0.826247304054932,NA,0.826247304054932,"score","offshore"
"102","Maine",2004,NA,0.801886494888626,NA,0.801886494888626,"score","offshore"
"103","Massachusetts-North",2004,NA,0.460599374650747,NA,0.460599374650747,"score","offshore"
"104","Massachusetts-South",2004,NA,0.585102999110462,NA,0.585102999110462,"score","offshore"
"105","New Hampshire",2004,NA,0.477208722736582,NA,0.477208722736582,"score","offshore"
"106","New York",2004,NA,0.55347241729298,NA,0.55347241729298,"score","offshore"
"107","Rhode Island",2004,NA,0.376172621888282,NA,0.376172621888282,"score","offshore"
"108","Offshore",2005,NA,0.960287773492699,NA,0.960287773492699,"score","offshore"
"109","Georges Bank",2005,NA,0.667450903428027,NA,0.667450903428027,"score","offshore"
"110","Gulf of Maine",2005,NA,0.599539347293717,NA,0.599539347293717,"score","offshore"
"111","Mid-Atlantic Bight",2005,NA,0.64733411072198,NA,0.64733411072198,"score","offshore"
"112","Connecticut",2005,NA,0.835189644738753,NA,0.835189644738753,"score","offshore"
"113","Maine",2005,NA,0.805734913815581,NA,0.805734913815581,"score","offshore"
"114","Massachusetts-North",2005,NA,0.483788466203246,NA,0.483788466203246,"score","offshore"
"115","Massachusetts-South",2005,NA,0.598831110077198,NA,0.598831110077198,"score","offshore"
"116","New Hampshire",2005,NA,0.492059519004555,NA,0.492059519004555,"score","offshore"
"117","New York",2005,NA,0.563056044068014,NA,0.563056044068014,"score","offshore"
"118","Rhode Island",2005,NA,0.387524946313186,NA,0.387524946313186,"score","offshore"
"119","Offshore",2006,NA,0.961427827663805,NA,0.961427827663805,"score","offshore"
"120","Georges Bank",2006,NA,0.659240091783838,NA,0.659240091783838,"score","offshore"
"121","Gulf of Maine",2006,NA,0.616137132069123,NA,0.616137132069123,"score","offshore"
"122","Mid-Atlantic Bight",2006,NA,0.635508912559428,NA,0.635508912559428,"score","offshore"
"123","Connecticut",2006,NA,0.835793803234448,NA,0.835793803234448,"score","offshore"
"124","Maine",2006,NA,0.817604363450593,NA,0.817604363450593,"score","offshore"
"125","Massachusetts-North",2006,NA,0.529881180971038,NA,0.529881180971038,"score","offshore"
"126","Massachusetts-South",2006,NA,0.611054710794095,NA,0.611054710794095,"score","offshore"
"127","New Hampshire",2006,NA,0.547720075985573,NA,0.547720075985573,"score","offshore"
"128","New York",2006,NA,0.569951071178488,NA,0.569951071178488,"score","offshore"
"129","Rhode Island",2006,NA,0.379421944337935,NA,0.379421944337935,"score","offshore"
"130","Offshore",2007,NA,0.962034244705771,NA,0.962034244705771,"score","offshore"
"131","Georges Bank",2007,NA,0.658249230072192,NA,0.658249230072192,"score","offshore"
"132","Gulf of Maine",2007,NA,0.638077735896512,NA,0.638077735896512,"score","offshore"
"133","Mid-Atlantic Bight",2007,NA,0.63611772506035,NA,0.63611772506035,"score","offshore"
"134","Connecticut",2007,NA,0.838796105399635,NA,0.838796105399635,"score","offshore"
"135","Maine",2007,NA,0.821766481212496,NA,0.821766481212496,"score","offshore"
"136","Massachusetts-North",2007,NA,0.578212862324268,NA,0.578212862324268,"score","offshore"
"137","Massachusetts-South",2007,NA,0.63185962941671,NA,0.63185962941671,"score","offshore"
"138","New Hampshire",2007,NA,0.578689771074822,NA,0.578689771074822,"score","offshore"
"139","New York",2007,NA,0.571388739774992,NA,0.571388739774992,"score","offshore"
"140","Rhode Island",2007,NA,0.381435816614602,NA,0.381435816614602,"score","offshore"
"141","Offshore",2008,NA,0.965349883399518,NA,0.965349883399518,"score","offshore"
"142","Georges Bank",2008,NA,0.678487441241579,NA,0.678487441241579,"score","offshore"
"143","Gulf of Maine",2008,NA,0.656219567395377,NA,0.656219567395377,"score","offshore"
"144","Mid-Atlantic Bight",2008,NA,0.646006112368366,NA,0.646006112368366,"score","offshore"
"145","Connecticut",2008,NA,0.854311297903059,NA,0.854311297903059,"score","offshore"
"146","Maine",2008,NA,0.818729823638943,NA,0.818729823638943,"score","offshore"
"147","Massachusetts-North",2008,NA,0.600111076194925,NA,0.600111076194925,"score","offshore"
"148","Massachusetts-South",2008,NA,0.64100118674324,NA,0.64100118674324,"score","offshore"
"149","New Hampshire",2008,NA,0.586229871271709,NA,0.586229871271709,"score","offshore"
"150","New York",2008,NA,0.603787887752291,NA,0.603787887752291,"score","offshore"
"151","Rhode Island",2008,NA,0.403989653948357,NA,0.403989653948357,"score","offshore"
"152","Offshore",2009,NA,0.968766456646643,NA,0.968766456646643,"score","offshore"
"153","Georges Bank",2009,NA,0.696961146033905,NA,0.696961146033905,"score","offshore"
"154","Gulf of Maine",2009,NA,0.668404220983023,NA,0.668404220983023,"score","offshore"
"155","Mid-Atlantic Bight",2009,NA,0.663885431953187,NA,0.663885431953187,"score","offshore"
"156","Connecticut",2009,NA,0.87696623737689,NA,0.87696623737689,"score","offshore"
"157","Maine",2009,NA,0.83471056153568,NA,0.83471056153568,"score","offshore"
"158","Massachusetts-North",2009,NA,0.618775745579466,NA,0.618775745579466,"score","offshore"
"159","Massachusetts-South",2009,NA,0.64049728905966,NA,0.64049728905966,"score","offshore"
"160","New Hampshire",2009,NA,0.616205084507026,NA,0.616205084507026,"score","offshore"
"161","New York",2009,NA,0.653194503559497,NA,0.653194503559497,"score","offshore"
"162","Rhode Island",2009,NA,0.439978128792073,NA,0.439978128792073,"score","offshore"
"163","Offshore",2010,NA,0.971049064034583,NA,0.971049064034583,"score","offshore"
"164","Georges Bank",2010,NA,0.711626099332263,NA,0.711626099332263,"score","offshore"
"165","Gulf of Maine",2010,NA,0.677047508994329,NA,0.677047508994329,"score","offshore"
"166","Mid-Atlantic Bight",2010,NA,0.679231955852307,NA,0.679231955852307,"score","offshore"
"167","Connecticut",2010,NA,0.894008761729111,NA,0.894008761729111,"score","offshore"
"168","Maine",2010,NA,0.820205519893724,NA,0.820205519893724,"score","offshore"
"169","Massachusetts-North",2010,NA,0.631316548685409,NA,0.631316548685409,"score","offshore"
"170","Massachusetts-South",2010,NA,0.646063154070072,NA,0.646063154070072,"score","offshore"
"171","New Hampshire",2010,NA,0.61041257817652,NA,0.61041257817652,"score","offshore"
"172","New York",2010,NA,0.66296731538579,NA,0.66296731538579,"score","offshore"
"173","Rhode Island",2010,NA,0.439112379260322,NA,0.439112379260322,"score","offshore"
"174","Offshore",2011,NA,0.972517033966102,NA,0.972517033966102,"score","offshore"
"175","Georges Bank",2011,NA,0.722905505247261,NA,0.722905505247261,"score","offshore"
"176","Gulf of Maine",2011,NA,0.692110811012577,NA,0.692110811012577,"score","offshore"
"177","Mid-Atlantic Bight",2011,NA,0.677890623189614,NA,0.677890623189614,"score","offshore"
"178","Connecticut",2011,NA,0.909251413016562,NA,0.909251413016562,"score","offshore"
"179","Maine",2011,NA,0.816031336953514,NA,0.816031336953514,"score","offshore"
"180","Massachusetts-North",2011,NA,0.65284392862239,NA,0.65284392862239,"score","offshore"
"181","Massachusetts-South",2011,NA,0.654515314221494,NA,0.654515314221494,"score","offshore"
"182","New Hampshire",2011,NA,0.557343088048796,NA,0.557343088048796,"score","offshore"
"183","New York",2011,NA,0.669156276459663,NA,0.669156276459663,"score","offshore"
"184","Rhode Island",2011,NA,0.433869506019047,NA,0.433869506019047,"score","offshore"
"185","Offshore",2012,NA,0.974495574108663,NA,0.974495574108663,"score","offshore"
"186","Georges Bank",2012,NA,0.723522777662695,NA,0.723522777662695,"score","offshore"
"187","Gulf of Maine",2012,NA,0.683908882637727,NA,0.683908882637727,"score","offshore"
"188","Mid-Atlantic Bight",2012,NA,0.659900795959267,NA,0.659900795959267,"score","offshore"
"189","Connecticut",2012,NA,0.91626959524783,NA,0.91626959524783,"score","offshore"
"190","Maine",2012,NA,0.833804638417049,NA,0.833804638417049,"score","offshore"
"191","Massachusetts-North",2012,NA,0.649258934315562,NA,0.649258934315562,"score","offshore"
"192","Massachusetts-South",2012,NA,0.629383008226448,NA,0.629383008226448,"score","offshore"
"193","New Hampshire",2012,NA,0.555314275389277,NA,0.555314275389277,"score","offshore"
"194","New York",2012,NA,0.676578607981488,NA,0.676578607981488,"score","offshore"
"195","Rhode Island",2012,NA,0.420100217582542,NA,0.420100217582542,"score","offshore"
"196","Offshore",2013,NA,0.975803736559487,NA,0.975803736559487,"score","offshore"
"197","Georges Bank",2013,NA,0.723344639434002,NA,0.723344639434002,"score","offshore"
"198","Gulf of Maine",2013,NA,0.68439493761453,NA,0.68439493761453,"score","offshore"
"199","Mid-Atlantic Bight",2013,NA,0.653951166065406,NA,0.653951166065406,"score","offshore"
"200","Connecticut",2013,NA,0.920091782679131,NA,0.920091782679131,"score","offshore"
"201","Maine",2013,NA,0.859698945715685,NA,0.859698945715685,"score","offshore"
"202","Massachusetts-North",2013,NA,0.666497609903183,NA,0.666497609903183,"score","offshore"
"203","Massachusetts-South",2013,NA,0.635615319563024,NA,0.635615319563024,"score","offshore"
"204","New Hampshire",2013,NA,0.598435121708076,NA,0.598435121708076,"score","offshore"
"205","New York",2013,NA,0.683519801439539,NA,0.683519801439539,"score","offshore"
"206","Rhode Island",2013,NA,0.412800500960111,NA,0.412800500960111,"score","offshore"
"207","Offshore",2014,NA,0.976004421471138,NA,0.976004421471138,"score","offshore"
"208","Georges Bank",2014,NA,0.73202520402379,NA,0.73202520402379,"score","offshore"
"209","Gulf of Maine",2014,NA,0.688827082652555,NA,0.688827082652555,"score","offshore"
"210","Mid-Atlantic Bight",2014,NA,0.644093182652545,NA,0.644093182652545,"score","offshore"
"211","Connecticut",2014,NA,0.924350648002642,NA,0.924350648002642,"score","offshore"
"212","Maine",2014,NA,0.884871191427721,NA,0.884871191427721,"score","offshore"
"213","Massachusetts-North",2014,NA,0.705825746648253,NA,0.705825746648253,"score","offshore"
"214","Massachusetts-South",2014,NA,0.611849651198481,NA,0.611849651198481,"score","offshore"
"215","New Hampshire",2014,NA,0.663509668834383,NA,0.663509668834383,"score","offshore"
"216","New York",2014,NA,0.694945287134841,NA,0.694945287134841,"score","offshore"
"217","Rhode Island",2014,NA,0.42014660070556,NA,0.42014660070556,"score","offshore"
"218","Offshore",2015,NA,0.976478578423762,NA,0.976478578423762,"score","offshore"
"219","Georges Bank",2015,NA,0.73641796630055,NA,0.73641796630055,"score","offshore"
"220","Gulf of Maine",2015,NA,0.671258365776698,NA,0.671258365776698,"score","offshore"
"221","Mid-Atlantic Bight",2015,NA,0.647880758045575,NA,0.647880758045575,"score","offshore"
"222","Connecticut",2015,NA,0.928800641361062,NA,0.928800641361062,"score","offshore"
"223","Maine",2015,NA,0.904044211714791,NA,0.904044211714791,"score","offshore"
"224","Massachusetts-North",2015,NA,0.729483718254037,NA,0.729483718254037,"score","offshore"
"225","Massachusetts-South",2015,NA,0.593209530769725,NA,0.593209530769725,"score","offshore"
"226","New Hampshire",2015,NA,0.714290597002599,NA,0.714290597002599,"score","offshore"
"227","New York",2015,NA,0.714080841579294,NA,0.714080841579294,"score","offshore"
"228","Rhode Island",2015,NA,0.439342295989182,NA,0.439342295989182,"score","offshore"
"229","Offshore",2016,NA,0.976488441668121,NA,0.976488441668121,"score","offshore"
"230","Georges Bank",2016,NA,0.75060683532812,NA,0.75060683532812,"score","offshore"
"231","Gulf of Maine",2016,NA,0.663907231257389,NA,0.663907231257389,"score","offshore"
"232","Mid-Atlantic Bight",2016,NA,0.659693640602232,NA,0.659693640602232,"score","offshore"
"233","Connecticut",2016,NA,0.931114155538909,NA,0.931114155538909,"score","offshore"
"234","Maine",2016,NA,0.915921967981087,NA,0.915921967981087,"score","offshore"
"235","Massachusetts-North",2016,NA,0.741370924610237,NA,0.741370924610237,"score","offshore"
"236","Massachusetts-South",2016,NA,0.60136340411321,NA,0.60136340411321,"score","offshore"
"237","New Hampshire",2016,NA,0.745168670554068,NA,0.745168670554068,"score","offshore"
"238","New York",2016,NA,0.724093107672064,NA,0.724093107672064,"score","offshore"
"239","Rhode Island",2016,NA,0.447213786860951,NA,0.447213786860951,"score","offshore"
"240","Offshore",2017,NA,0.977053408088443,NA,0.977053408088443,"score","offshore"
"241","Georges Bank",2017,NA,0.771739897482275,NA,0.771739897482275,"score","offshore"
"242","Gulf of Maine",2017,NA,0.654695067445239,NA,0.654695067445239,"score","offshore"
"243","Mid-Atlantic Bight",2017,NA,0.667535954940444,NA,0.667535954940444,"score","offshore"
"244","Connecticut",2017,NA,0.934245358743651,NA,0.934245358743651,"score","offshore"
"245","Maine",2017,NA,0.920015746530243,NA,0.920015746530243,"score","offshore"
"246","Massachusetts-North",2017,NA,0.757815084057558,NA,0.757815084057558,"score","offshore"
"247","Massachusetts-South",2017,NA,0.618418432019471,NA,0.618418432019471,"score","offshore"
"248","New Hampshire",2017,NA,0.757264553376749,NA,0.757264553376749,"score","offshore"
"249","New York",2017,NA,0.731868475429732,NA,0.731868475429732,"score","offshore"
"250","Rhode Island",2017,NA,0.448728287652082,NA,0.448728287652082,"score","offshore"
"251","Northeast",2004,NA,0.755692367048776,NA,0.755692367048776,"score","offshore"
"252","Northeast",2005,NA,0.759603776557097,NA,0.759603776557097,"score","offshore"
"253","Northeast",2006,NA,0.761449062909692,NA,0.761449062909692,"score","offshore"
"254","Northeast",2007,NA,0.767283592898699,NA,0.767283592898699,"score","offshore"
"255","Northeast",2008,NA,0.778567776451536,NA,0.778567776451536,"score","offshore"
"256","Northeast",2009,NA,0.790238775093999,NA,0.790238775093999,"score","offshore"
"257","Northeast",2010,NA,0.797986910815148,NA,0.797986910815148,"score","offshore"
"258","Northeast",2011,NA,0.803957879638482,NA,0.803957879638482,"score","offshore"
"259","Northeast",2012,NA,0.800600102548054,NA,0.800600102548054,"score","offshore"
"260","Northeast",2013,NA,0.801324443727512,NA,0.801324443727512,"score","offshore"
"261","Northeast",2014,NA,0.803595283694129,NA,0.803595283694129,"score","offshore"
"262","Northeast",2015,NA,0.802423709834979,NA,0.802423709834979,"score","offshore"
"263","Northeast",2016,NA,0.805959598914855,NA,0.805959598914855,"score","offshore"
"264","Northeast",2017,NA,0.809822618432265,NA,0.809822618432265,"score","offshore"
"265","Connecticut",1996,NA,73,NA,27,"percent_loss","salt_marsh"
"266","Connecticut",1997,NA,72.99,NA,NA,"percent_loss","salt_marsh"
"267","Connecticut",1998,NA,72.97,NA,NA,"percent_loss","salt_marsh"
"268","Connecticut",1999,NA,72.96,NA,NA,"percent_loss","salt_marsh"
"269","Connecticut",2000,NA,72.94,NA,NA,"percent_loss","salt_marsh"
"270","Connecticut",2001,NA,72.93,NA,27.069172463514,"percent_loss","salt_marsh"
"271","Connecticut",2002,NA,72.91,NA,NA,"percent_loss","salt_marsh"
"272","Connecticut",2003,NA,72.88,NA,NA,"percent_loss","salt_marsh"
"273","Connecticut",2004,NA,72.86,NA,NA,"percent_loss","salt_marsh"
"274","Connecticut",2005,NA,72.83,NA,NA,"percent_loss","salt_marsh"
"275","Connecticut",2006,NA,72.81,NA,27.1943648798737,"percent_loss","salt_marsh"
"276","Connecticut",2007,NA,72.74,NA,NA,"percent_loss","salt_marsh"
"277","Connecticut",2008,NA,72.68,NA,NA,"percent_loss","salt_marsh"
"278","Connecticut",2009,NA,72.62,NA,NA,"percent_loss","salt_marsh"
"279","Connecticut",2010,NA,72.56,NA,27.4449932776057,"percent_loss","salt_marsh"
"280","Connecticut",2011,NA,72.56,NA,NA,"percent_loss","salt_marsh"
"281","Connecticut",2012,NA,72.56,NA,NA,"percent_loss","salt_marsh"
"282","Connecticut",2013,NA,72.56,NA,NA,"percent_loss","salt_marsh"
"283","Connecticut",2014,NA,72.56,NA,NA,"percent_loss","salt_marsh"
"284","Connecticut",2015,NA,72.56,NA,NA,"percent_loss","salt_marsh"
"285","Connecticut",2016,NA,72.56,NA,NA,"percent_loss","salt_marsh"
"286","Connecticut",2017,NA,72.56,NA,NA,"percent_loss","salt_marsh"
"287","Maine",1996,NA,99.5,NA,0.5,"percent_loss","salt_marsh"
"288","Maine",1997,NA,99.58,NA,NA,"percent_loss","salt_marsh"
"289","Maine",1998,NA,99.65,NA,NA,"percent_loss","salt_marsh"
"290","Maine",1999,NA,99.73,NA,NA,"percent_loss","salt_marsh"
"291","Maine",2000,NA,99.81,NA,NA,"percent_loss","salt_marsh"
"292","Maine",2001,NA,99.89,NA,0.113432547402381,"percent_loss","salt_marsh"
"293","Maine",2002,NA,99.97,NA,NA,"percent_loss","salt_marsh"
"294","Maine",2003,NA,100,NA,NA,"percent_loss","salt_marsh"
"295","Maine",2004,NA,100,NA,NA,"percent_loss","salt_marsh"
"296","Maine",2005,NA,100,NA,NA,"percent_loss","salt_marsh"
"297","Maine",2006,NA,100,NA,-0.295838485688516,"percent_loss","salt_marsh"
"298","Maine",2007,NA,100,NA,NA,"percent_loss","salt_marsh"
"299","Maine",2008,NA,100,NA,NA,"percent_loss","salt_marsh"
"300","Maine",2009,NA,100,NA,NA,"percent_loss","salt_marsh"
"301","Maine",2010,NA,100,NA,-2.36446395719941,"percent_loss","salt_marsh"
"302","Maine",2011,NA,100,NA,NA,"percent_loss","salt_marsh"
"303","Maine",2012,NA,100,NA,NA,"percent_loss","salt_marsh"
"304","Maine",2013,NA,100,NA,NA,"percent_loss","salt_marsh"
"305","Maine",2014,NA,100,NA,NA,"percent_loss","salt_marsh"
"306","Maine",2015,NA,100,NA,NA,"percent_loss","salt_marsh"
"307","Maine",2016,NA,100,NA,NA,"percent_loss","salt_marsh"
"308","Maine",2017,NA,100,NA,NA,"percent_loss","salt_marsh"
"309","Massachusetts-North",1996,NA,59,NA,41,"percent_loss","salt_marsh"
"310","Massachusetts-North",1997,NA,59,NA,NA,"percent_loss","salt_marsh"
"311","Massachusetts-North",1998,NA,59,NA,NA,"percent_loss","salt_marsh"
"312","Massachusetts-North",1999,NA,59.01,NA,NA,"percent_loss","salt_marsh"
"313","Massachusetts-North",2000,NA,59.01,NA,NA,"percent_loss","salt_marsh"
"314","Massachusetts-North",2001,NA,59.01,NA,40.9907566337986,"percent_loss","salt_marsh"
"315","Massachusetts-North",2002,NA,59.02,NA,NA,"percent_loss","salt_marsh"
"316","Massachusetts-North",2003,NA,59.03,NA,NA,"percent_loss","salt_marsh"
"317","Massachusetts-North",2004,NA,59.05,NA,NA,"percent_loss","salt_marsh"
"318","Massachusetts-North",2005,NA,59.06,NA,NA,"percent_loss","salt_marsh"
"319","Massachusetts-North",2006,NA,59.07,NA,40.9285934657359,"percent_loss","salt_marsh"
"320","Massachusetts-North",2007,NA,59.01,NA,NA,"percent_loss","salt_marsh"
"321","Massachusetts-North",2008,NA,58.94,NA,NA,"percent_loss","salt_marsh"
"322","Massachusetts-North",2009,NA,58.88,NA,NA,"percent_loss","salt_marsh"
"323","Massachusetts-North",2010,NA,58.81,NA,41.1851121814099,"percent_loss","salt_marsh"
"324","Massachusetts-North",2011,NA,58.81,NA,NA,"percent_loss","salt_marsh"
"325","Massachusetts-North",2012,NA,58.81,NA,NA,"percent_loss","salt_marsh"
"326","Massachusetts-North",2013,NA,58.81,NA,NA,"percent_loss","salt_marsh"
"327","Massachusetts-North",2014,NA,58.81,NA,NA,"percent_loss","salt_marsh"
"328","Massachusetts-North",2015,NA,58.81,NA,NA,"percent_loss","salt_marsh"
"329","Massachusetts-North",2016,NA,58.81,NA,NA,"percent_loss","salt_marsh"
"330","Massachusetts-North",2017,NA,58.81,NA,NA,"percent_loss","salt_marsh"
"331","Massachusetts-South",1996,NA,59,NA,41,"percent_loss","salt_marsh"
"332","Massachusetts-South",1997,NA,59.02,NA,NA,"percent_loss","salt_marsh"
"333","Massachusetts-South",1998,NA,59.05,NA,NA,"percent_loss","salt_marsh"
"334","Massachusetts-South",1999,NA,59.07,NA,NA,"percent_loss","salt_marsh"
"335","Massachusetts-South",2000,NA,59.1,NA,NA,"percent_loss","salt_marsh"
"336","Massachusetts-South",2001,NA,59.12,NA,40.8752021837733,"percent_loss","salt_marsh"
"337","Massachusetts-South",2002,NA,59.11,NA,NA,"percent_loss","salt_marsh"
"338","Massachusetts-South",2003,NA,59.1,NA,NA,"percent_loss","salt_marsh"
"339","Massachusetts-South",2004,NA,59.09,NA,NA,"percent_loss","salt_marsh"
"340","Massachusetts-South",2005,NA,59.08,NA,NA,"percent_loss","salt_marsh"
"341","Massachusetts-South",2006,NA,59.07,NA,40.9260387564457,"percent_loss","salt_marsh"
"342","Massachusetts-South",2007,NA,59.11,NA,NA,"percent_loss","salt_marsh"
"343","Massachusetts-South",2008,NA,59.14,NA,NA,"percent_loss","salt_marsh"
"344","Massachusetts-South",2009,NA,59.18,NA,NA,"percent_loss","salt_marsh"
"345","Massachusetts-South",2010,NA,59.21,NA,40.7855940841059,"percent_loss","salt_marsh"
