"","stockid","stocklong","year","value","metric","scientificname","commonname","areaname"
"62","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1974,0.30550101,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"63","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1975,0.282115313,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"64","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1976,0.260856883,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"65","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1977,0.238573949,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"66","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1978,0.21031475,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"67","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1979,0.176566635,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"68","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1980,0.144735906,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"69","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1981,0.121346652,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"70","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1982,0.101721022,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"71","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1983,0.085859017,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"72","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1984,0.074102137,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"73","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1985,0.064383591,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"74","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1986,0.057887959,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"75","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1987,0.055931444,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"76","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1988,0.057646063,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"77","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1989,0.062391502,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"78","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1990,0.069420729,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"79","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1991,0.06372549,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"80","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1992,0.054736191,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"81","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1993,0.062800592,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"82","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1994,0.074215971,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"83","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1995,0.091419079,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"84","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1996,0.115882638,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"85","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1997,0.148517317,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"86","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1998,0.18904209,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"87","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",1999,0.235503998,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"88","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2000,0.286448106,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"89","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2001,0.339665329,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"90","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2002,0.395148553,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"91","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2003,0.454196192,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"92","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2004,0.517238681,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"93","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2005,0.584806056,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"94","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2006,0.656773813,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"95","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2007,0.732458949,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"96","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2008,0.811601781,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"97","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2009,0.896969891,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"98","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2010,0.99205299,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"99","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2011,1.099881898,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"100","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2012,1.218613933,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"101","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2013,1.344634879,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"102","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank",2014,1.173923561,"B/Bmsy","Sebastes fasciatus","Acadian redfish","Gulf of Maine / Georges Bank"
"103","ALBANATL","Albacore tuna North Atlantic",1930,2.72,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"104","ALBANATL","Albacore tuna North Atlantic",1931,2.69,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"105","ALBANATL","Albacore tuna North Atlantic",1932,2.65,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"106","ALBANATL","Albacore tuna North Atlantic",1933,2.63,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"107","ALBANATL","Albacore tuna North Atlantic",1934,2.61,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"108","ALBANATL","Albacore tuna North Atlantic",1935,2.57,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"109","ALBANATL","Albacore tuna North Atlantic",1936,2.53,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"110","ALBANATL","Albacore tuna North Atlantic",1937,2.51,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"111","ALBANATL","Albacore tuna North Atlantic",1938,2.49,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"112","ALBANATL","Albacore tuna North Atlantic",1939,2.48,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"113","ALBANATL","Albacore tuna North Atlantic",1940,2.46,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"114","ALBANATL","Albacore tuna North Atlantic",1941,2.45,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"115","ALBANATL","Albacore tuna North Atlantic",1942,2.44,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"116","ALBANATL","Albacore tuna North Atlantic",1943,2.43,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"117","ALBANATL","Albacore tuna North Atlantic",1944,2.41,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"118","ALBANATL","Albacore tuna North Atlantic",1945,2.4,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"119","ALBANATL","Albacore tuna North Atlantic",1946,2.36,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"120","ALBANATL","Albacore tuna North Atlantic",1947,2.33,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"121","ALBANATL","Albacore tuna North Atlantic",1948,2.31,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"122","ALBANATL","Albacore tuna North Atlantic",1949,2.29,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"123","ALBANATL","Albacore tuna North Atlantic",1950,2.26,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"124","ALBANATL","Albacore tuna North Atlantic",1951,2.2,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"125","ALBANATL","Albacore tuna North Atlantic",1952,2.16,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"126","ALBANATL","Albacore tuna North Atlantic",1953,2.12,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"127","ALBANATL","Albacore tuna North Atlantic",1954,2.1,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"128","ALBANATL","Albacore tuna North Atlantic",1955,2.05,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"129","ALBANATL","Albacore tuna North Atlantic",1956,2.03,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"130","ALBANATL","Albacore tuna North Atlantic",1957,1.98,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"131","ALBANATL","Albacore tuna North Atlantic",1958,1.94,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"132","ALBANATL","Albacore tuna North Atlantic",1959,1.87,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"133","ALBANATL","Albacore tuna North Atlantic",1960,1.81,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"134","ALBANATL","Albacore tuna North Atlantic",1961,1.75,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"135","ALBANATL","Albacore tuna North Atlantic",1962,1.72,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"136","ALBANATL","Albacore tuna North Atlantic",1963,1.65,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"137","ALBANATL","Albacore tuna North Atlantic",1964,1.57,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"138","ALBANATL","Albacore tuna North Atlantic",1965,1.5,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"139","ALBANATL","Albacore tuna North Atlantic",1966,1.43,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"140","ALBANATL","Albacore tuna North Atlantic",1967,1.4,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"141","ALBANATL","Albacore tuna North Atlantic",1968,1.34,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"142","ALBANATL","Albacore tuna North Atlantic",1969,1.31,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"143","ALBANATL","Albacore tuna North Atlantic",1970,1.29,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"144","ALBANATL","Albacore tuna North Atlantic",1971,1.26,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"145","ALBANATL","Albacore tuna North Atlantic",1972,1.21,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"146","ALBANATL","Albacore tuna North Atlantic",1973,1.18,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"147","ALBANATL","Albacore tuna North Atlantic",1974,1.16,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"148","ALBANATL","Albacore tuna North Atlantic",1975,1.13,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"149","ALBANATL","Albacore tuna North Atlantic",1976,1.12,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"150","ALBANATL","Albacore tuna North Atlantic",1977,1.07,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"151","ALBANATL","Albacore tuna North Atlantic",1978,1.03,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"152","ALBANATL","Albacore tuna North Atlantic",1979,0.997,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"153","ALBANATL","Albacore tuna North Atlantic",1980,0.963,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"154","ALBANATL","Albacore tuna North Atlantic",1981,0.96,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"155","ALBANATL","Albacore tuna North Atlantic",1982,0.967,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"156","ALBANATL","Albacore tuna North Atlantic",1983,0.954,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"157","ALBANATL","Albacore tuna North Atlantic",1984,0.919,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"158","ALBANATL","Albacore tuna North Atlantic",1985,0.907,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"159","ALBANATL","Albacore tuna North Atlantic",1986,0.897,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"160","ALBANATL","Albacore tuna North Atlantic",1987,0.871,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"161","ALBANATL","Albacore tuna North Atlantic",1988,0.865,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"162","ALBANATL","Albacore tuna North Atlantic",1989,0.872,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"163","ALBANATL","Albacore tuna North Atlantic",1990,0.883,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"164","ALBANATL","Albacore tuna North Atlantic",1991,0.884,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"165","ALBANATL","Albacore tuna North Atlantic",1992,0.906,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"166","ALBANATL","Albacore tuna North Atlantic",1993,0.918,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"167","ALBANATL","Albacore tuna North Atlantic",1994,0.916,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"168","ALBANATL","Albacore tuna North Atlantic",1995,0.921,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"169","ALBANATL","Albacore tuna North Atlantic",1996,0.917,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
"170","ALBANATL","Albacore tuna North Atlantic",1997,0.932,"B/Bmsy","Thunnus alalunga","Albacore tuna","Northern Atlantic"
